,Non_Res_Travel,Country,Year,Non-resident travellers (thousands)
529,ARRIVALS_OVERNIGHT,AT,2021.0,0.0
530,ARRIVALS_OVERNIGHT,BY,2012.0,22.5
531,ARRIVALS_OVERNIGHT,BY,2013.0,29.6
532,ARRIVALS_OVERNIGHT,BY,2014.0,0.0
533,ARRIVALS_OVERNIGHT,BY,2015.0,0.0
534,ARRIVALS_OVERNIGHT,BY,2016.0,55.7
535,ARRIVALS_OVERNIGHT,BY,2017.0,47.2
536,ARRIVALS_OVERNIGHT,BY,2018.0,67.0
537,ARRIVALS_OVERNIGHT,BY,2019.0,22.6
538,ARRIVALS_OVERNIGHT,BY,2020.0,5.7
539,ARRIVALS_OVERNIGHT,BY,2021.0,9.4
540,ARRIVALS_OVERNIGHT,BE,2012.0,21.6
541,ARRIVALS_OVERNIGHT,BE,2013.0,27.7
542,ARRIVALS_OVERNIGHT,BE,2014.0,26.2
543,ARRIVALS_OVERNIGHT,BE,2015.0,39.2
544,ARRIVALS_OVERNIGHT,BE,2016.0,25.7
545,ARRIVALS_OVERNIGHT,BE,2017.0,39.6
546,ARRIVALS_OVERNIGHT,BE,2018.0,18.6
547,ARRIVALS_OVERNIGHT,BE,2019.0,19.2
548,ARRIVALS_OVERNIGHT,BE,2020.0,0.0
549,ARRIVALS_OVERNIGHT,BE,2021.0,0.0
550,ARRIVALS_OVERNIGHT,BG,2012.0,0.0
551,ARRIVALS_OVERNIGHT,BG,2013.0,0.0
552,ARRIVALS_OVERNIGHT,BG,2014.0,0.0
553,ARRIVALS_OVERNIGHT,BG,2015.0,0.0
554,ARRIVALS_OVERNIGHT,BG,2016.0,0.0
555,ARRIVALS_OVERNIGHT,BG,2017.0,0.0
556,ARRIVALS_OVERNIGHT,BG,2018.0,0.0
557,ARRIVALS_OVERNIGHT,BG,2019.0,0.0
558,ARRIVALS_OVERNIGHT,BG,2020.0,0.0
559,ARRIVALS_OVERNIGHT,BG,2021.0,0.0
560,ARRIVALS_OVERNIGHT,CZ,2012.0,10.6
561,ARRIVALS_OVERNIGHT,CZ,2013.0,13.2
562,ARRIVALS_OVERNIGHT,CZ,2014.0,16.4
563,ARRIVALS_OVERNIGHT,CZ,2015.0,21.6
564,ARRIVALS_OVERNIGHT,CZ,2016.0,16.5
565,ARRIVALS_OVERNIGHT,CZ,2017.0,11.6
566,ARRIVALS_OVERNIGHT,CZ,2018.0,0.0
567,ARRIVALS_OVERNIGHT,CZ,2019.0,21.5
568,ARRIVALS_OVERNIGHT,CZ,2020.0,0.0
569,ARRIVALS_OVERNIGHT,CZ,2021.0,0.0
570,ARRIVALS_OVERNIGHT,DK,2012.0,24.6
571,ARRIVALS_OVERNIGHT,DK,2013.0,27.7
572,ARRIVALS_OVERNIGHT,DK,2014.0,29.5
573,ARRIVALS_OVERNIGHT,DK,2015.0,30.4
574,ARRIVALS_OVERNIGHT,DK,2016.0,0.0
575,ARRIVALS_OVERNIGHT,DK,2017.0,32.8
576,ARRIVALS_OVERNIGHT,DK,2018.0,32.4
577,ARRIVALS_OVERNIGHT,DK,2019.0,18.5
578,ARRIVALS_OVERNIGHT,DK,2020.0,4.2
579,ARRIVALS_OVERNIGHT,DK,2021.0,5.6
580,ARRIVALS_OVERNIGHT,FR,2012.0,0.0
581,ARRIVALS_OVERNIGHT,FR,2013.0,0.0
582,ARRIVALS_OVERNIGHT,FR,2014.0,29.2
583,ARRIVALS_OVERNIGHT,FR,2015.0,0.0
584,ARRIVALS_OVERNIGHT,FR,2016.0,0.0
585,ARRIVALS_OVERNIGHT,FR,2017.0,0.0
586,ARRIVALS_OVERNIGHT,FR,2018.0,0.0
587,ARRIVALS_OVERNIGHT,FR,2019.0,17.0
588,ARRIVALS_OVERNIGHT,FR,2020.0,0.0
589,ARRIVALS_OVERNIGHT,FR,2021.0,0.0
590,ARRIVALS_OVERNIGHT,EL,2012.0,0.0
591,ARRIVALS_OVERNIGHT,EL,2013.0,0.0
592,ARRIVALS_OVERNIGHT,EL,2014.0,0.0
593,ARRIVALS_OVERNIGHT,EL,2015.0,0.0
594,ARRIVALS_OVERNIGHT,EL,2016.0,0.0
595,ARRIVALS_OVERNIGHT,EL,2017.0,0.0
596,ARRIVALS_OVERNIGHT,EL,2018.0,7.1
597,ARRIVALS_OVERNIGHT,EL,2019.0,0.0
598,ARRIVALS_OVERNIGHT,EL,2020.0,0.0
599,ARRIVALS_OVERNIGHT,EL,2021.0,0.0
600,ARRIVALS_OVERNIGHT,GE,2012.0,0.0
601,ARRIVALS_OVERNIGHT,GE,2013.0,0.0
602,ARRIVALS_OVERNIGHT,GE,2014.0,0.0
603,ARRIVALS_OVERNIGHT,GE,2015.0,0.0
604,ARRIVALS_OVERNIGHT,GE,2016.0,0.0
605,ARRIVALS_OVERNIGHT,GE,2017.0,0.0
606,ARRIVALS_OVERNIGHT,GE,2018.0,0.0
607,ARRIVALS_OVERNIGHT,GE,2019.0,0.0
608,ARRIVALS_OVERNIGHT,GE,2020.0,0.0
609,ARRIVALS_OVERNIGHT,GE,2021.0,0.0
610,ARRIVALS_OVERNIGHT,HR,2012.0,0.0
611,ARRIVALS_OVERNIGHT,HR,2013.0,0.0
612,ARRIVALS_OVERNIGHT,HR,2014.0,0.0
613,ARRIVALS_OVERNIGHT,HR,2015.0,0.0
614,ARRIVALS_OVERNIGHT,HR,2016.0,0.0
615,ARRIVALS_OVERNIGHT,HR,2017.0,0.0
616,ARRIVALS_OVERNIGHT,HR,2018.0,0.0
617,ARRIVALS_OVERNIGHT,HR,2019.0,0.0
618,ARRIVALS_OVERNIGHT,HR,2020.0,0.0
619,ARRIVALS_OVERNIGHT,HR,2021.0,0.0
620,ARRIVALS_OVERNIGHT,EE,2012.0,120.8
621,ARRIVALS_OVERNIGHT,EE,2013.0,146.1
622,ARRIVALS_OVERNIGHT,EE,2014.0,180.7
623,ARRIVALS_OVERNIGHT,EE,2015.0,283.3
624,ARRIVALS_OVERNIGHT,EE,2016.0,263.4
625,ARRIVALS_OVERNIGHT,EE,2017.0,191.9
626,ARRIVALS_OVERNIGHT,EE,2018.0,176.0
627,ARRIVALS_OVERNIGHT,EE,2019.0,210.3
628,ARRIVALS_OVERNIGHT,EE,2020.0,90.1
629,ARRIVALS_OVERNIGHT,EE,2021.0,45.2
630,ARRIVALS_OVERNIGHT,IN,2012.0,0.0
631,ARRIVALS_OVERNIGHT,IN,2013.0,0.0
632,ARRIVALS_OVERNIGHT,IN,2014.0,0.0
633,ARRIVALS_OVERNIGHT,IN,2015.0,0.0
634,ARRIVALS_OVERNIGHT,IN,2016.0,0.0
635,ARRIVALS_OVERNIGHT,IN,2017.0,0.0
636,ARRIVALS_OVERNIGHT,IN,2018.0,0.0
637,ARRIVALS_OVERNIGHT,IN,2019.0,0.0
638,ARRIVALS_OVERNIGHT,IN,2020.0,0.0
639,ARRIVALS_OVERNIGHT,IN,2021.0,0.0
640,ARRIVALS_OVERNIGHT,IS,2012.0,0.0
641,ARRIVALS_OVERNIGHT,IS,2013.0,0.0
642,ARRIVALS_OVERNIGHT,IS,2014.0,0.0
643,ARRIVALS_OVERNIGHT,IS,2015.0,0.0
644,ARRIVALS_OVERNIGHT,IS,2016.0,0.0
645,ARRIVALS_OVERNIGHT,IS,2017.0,0.0
646,ARRIVALS_OVERNIGHT,IS,2018.0,0.0
647,ARRIVALS_OVERNIGHT,IS,2019.0,0.0
648,ARRIVALS_OVERNIGHT,IS,2020.0,0.0
649,ARRIVALS_OVERNIGHT,IS,2021.0,0.0
650,ARRIVALS_OVERNIGHT,IT,2012.0,0.0
651,ARRIVALS_OVERNIGHT,IT,2013.0,0.0
652,ARRIVALS_OVERNIGHT,IT,2014.0,0.0
653,ARRIVALS_OVERNIGHT,IT,2015.0,0.0
654,ARRIVALS_OVERNIGHT,IT,2016.0,0.0
655,ARRIVALS_OVERNIGHT,IT,2017.0,0.0
656,ARRIVALS_OVERNIGHT,IT,2018.0,0.0
657,ARRIVALS_OVERNIGHT,IT,2019.0,32.2
658,ARRIVALS_OVERNIGHT,IT,2020.0,0.0
659,ARRIVALS_OVERNIGHT,IT,2021.0,8.5
660,ARRIVALS_OVERNIGHT,IL,2012.0,0.0
661,ARRIVALS_OVERNIGHT,IL,2013.0,0.0
662,ARRIVALS_OVERNIGHT,IL,2014.0,0.0
663,ARRIVALS_OVERNIGHT,IL,2015.0,0.0
664,ARRIVALS_OVERNIGHT,IL,2016.0,0.0
665,ARRIVALS_OVERNIGHT,IL,2017.0,0.0
666,ARRIVALS_OVERNIGHT,IL,2018.0,0.0
667,ARRIVALS_OVERNIGHT,IL,2019.0,0.0
668,ARRIVALS_OVERNIGHT,IL,2020.0,0.0
669,ARRIVALS_OVERNIGHT,IL,2021.0,0.0
670,ARRIVALS_OVERNIGHT,IE,2012.0,12.9
671,ARRIVALS_OVERNIGHT,IE,2013.0,25.2
672,ARRIVALS_OVERNIGHT,IE,2014.0,23.6
673,ARRIVALS_OVERNIGHT,IE,2015.0,17.9
674,ARRIVALS_OVERNIGHT,IE,2016.0,29.1
675,ARRIVALS_OVERNIGHT,IE,2017.0,73.3
676,ARRIVALS_OVERNIGHT,IE,2018.0,57.0
677,ARRIVALS_OVERNIGHT,IE,2019.0,55.4
678,ARRIVALS_OVERNIGHT,IE,2020.0,19.5
679,ARRIVALS_OVERNIGHT,IE,2021.0,12.1
680,ARRIVALS_OVERNIGHT,JP,2012.0,0.0
681,ARRIVALS_OVERNIGHT,JP,2013.0,0.0
682,ARRIVALS_OVERNIGHT,JP,2014.0,0.0
683,ARRIVALS_OVERNIGHT,JP,2015.0,0.0
684,ARRIVALS_OVERNIGHT,JP,2016.0,0.0
685,ARRIVALS_OVERNIGHT,JP,2017.0,0.0
686,ARRIVALS_OVERNIGHT,JP,2018.0,0.0
687,ARRIVALS_OVERNIGHT,JP,2019.0,0.0
688,ARRIVALS_OVERNIGHT,JP,2020.0,0.0
689,ARRIVALS_OVERNIGHT,JP,2021.0,0.0
690,ARRIVALS_OVERNIGHT,CA,2012.0,4.6
691,ARRIVALS_OVERNIGHT,CA,2013.0,4.8
692,ARRIVALS_OVERNIGHT,CA,2014.0,5.2
693,ARRIVALS_OVERNIGHT,CA,2015.0,0.0
694,ARRIVALS_OVERNIGHT,CA,2016.0,0.0
695,ARRIVALS_OVERNIGHT,CA,2017.0,0.0
696,ARRIVALS_OVERNIGHT,CA,2018.0,0.0
697,ARRIVALS_OVERNIGHT,CA,2019.0,0.0
698,ARRIVALS_OVERNIGHT,CA,2020.0,0.0
699,ARRIVALS_OVERNIGHT,CA,2021.0,0.0
700,ARRIVALS_OVERNIGHT,KZ,2012.0,4.1
701,ARRIVALS_OVERNIGHT,KZ,2013.0,4.8
702,ARRIVALS_OVERNIGHT,KZ,2014.0,7.6
703,ARRIVALS_OVERNIGHT,KZ,2015.0,5.4
704,ARRIVALS_OVERNIGHT,KZ,2016.0,4.5
705,ARRIVALS_OVERNIGHT,KZ,2017.0,0.0
706,ARRIVALS_OVERNIGHT,KZ,2018.0,0.0
707,ARRIVALS_OVERNIGHT,KZ,2019.0,0.0
708,ARRIVALS_OVERNIGHT,KZ,2020.0,0.0
709,ARRIVALS_OVERNIGHT,KZ,2021.0,0.0
710,ARRIVALS_OVERNIGHT,RU,2012.0,272.7
711,ARRIVALS_OVERNIGHT,RU,2013.0,332.6
712,ARRIVALS_OVERNIGHT,RU,2014.0,347.6
713,ARRIVALS_OVERNIGHT,RU,2015.0,279.1
714,ARRIVALS_OVERNIGHT,RU,2016.0,222.4
715,ARRIVALS_OVERNIGHT,RU,2017.0,243.0
716,ARRIVALS_OVERNIGHT,RU,2018.0,243.9
717,ARRIVALS_OVERNIGHT,RU,2019.0,297.8
718,ARRIVALS_OVERNIGHT,RU,2020.0,85.2
719,ARRIVALS_OVERNIGHT,RU,2021.0,75.6
720,ARRIVALS_OVERNIGHT,CN,2012.0,0.0
721,ARRIVALS_OVERNIGHT,CN,2013.0,0.0
722,ARRIVALS_OVERNIGHT,CN,2014.0,0.0
723,ARRIVALS_OVERNIGHT,CN,2015.0,0.0
724,ARRIVALS_OVERNIGHT,CN,2016.0,0.0
725,ARRIVALS_OVERNIGHT,CN,2017.0,0.0
726,ARRIVALS_OVERNIGHT,CN,2018.0,0.0
727,ARRIVALS_OVERNIGHT,CN,2019.0,0.0
728,ARRIVALS_OVERNIGHT,CN,2020.0,0.0
729,ARRIVALS_OVERNIGHT,CN,2021.0,0.0
730,ARRIVALS_OVERNIGHT,LT,2012.0,203.1
731,ARRIVALS_OVERNIGHT,LT,2013.0,209.5
732,ARRIVALS_OVERNIGHT,LT,2014.0,265.5
733,ARRIVALS_OVERNIGHT,LT,2015.0,345.6
734,ARRIVALS_OVERNIGHT,LT,2016.0,374.8
735,ARRIVALS_OVERNIGHT,LT,2017.0,300.5
736,ARRIVALS_OVERNIGHT,LT,2018.0,274.9
737,ARRIVALS_OVERNIGHT,LT,2019.0,308.5
738,ARRIVALS_OVERNIGHT,LT,2020.0,205.5
739,ARRIVALS_OVERNIGHT,LT,2021.0,66.3
740,ARRIVALS_OVERNIGHT,MD,2012.0,0.0
741,ARRIVALS_OVERNIGHT,MD,2013.0,0.0
742,ARRIVALS_OVERNIGHT,MD,2014.0,0.0
743,ARRIVALS_OVERNIGHT,MD,2015.0,0.0
744,ARRIVALS_OVERNIGHT,MD,2016.0,0.0
745,ARRIVALS_OVERNIGHT,MD,2017.0,0.0
746,ARRIVALS_OVERNIGHT,MD,2018.0,0.0
747,ARRIVALS_OVERNIGHT,MD,2019.0,0.0
748,ARRIVALS_OVERNIGHT,MD,2020.0,0.0
749,ARRIVALS_OVERNIGHT,MD,2021.0,0.0
750,ARRIVALS_OVERNIGHT,NL,2012.0,21.7
751,ARRIVALS_OVERNIGHT,NL,2013.0,26.3
752,ARRIVALS_OVERNIGHT,NL,2014.0,33.8
753,ARRIVALS_OVERNIGHT,NL,2015.0,44.1
754,ARRIVALS_OVERNIGHT,NL,2016.0,0.0
755,ARRIVALS_OVERNIGHT,NL,2017.0,0.0
756,ARRIVALS_OVERNIGHT,NL,2018.0,0.0
757,ARRIVALS_OVERNIGHT,NL,2019.0,0.0
758,ARRIVALS_OVERNIGHT,NL,2020.0,0.0
759,ARRIVALS_OVERNIGHT,NL,2021.0,5.0
760,ARRIVALS_OVERNIGHT,NO,2012.0,76.3
761,ARRIVALS_OVERNIGHT,NO,2013.0,85.2
762,ARRIVALS_OVERNIGHT,NO,2014.0,85.1
763,ARRIVALS_OVERNIGHT,NO,2015.0,93.9
764,ARRIVALS_OVERNIGHT,NO,2016.0,0.0
765,ARRIVALS_OVERNIGHT,NO,2017.0,0.0
766,ARRIVALS_OVERNIGHT,NO,2018.0,0.0
767,ARRIVALS_OVERNIGHT,NO,2019.0,40.5
768,ARRIVALS_OVERNIGHT,NO,2020.0,12.8
769,ARRIVALS_OVERNIGHT,NO,2021.0,11.7
770,ARRIVALS_OVERNIGHT,PL,2012.0,0.0
771,ARRIVALS_OVERNIGHT,PL,2013.0,0.0
772,ARRIVALS_OVERNIGHT,PL,2014.0,45.7
773,ARRIVALS_OVERNIGHT,PL,2015.0,50.3
774,ARRIVALS_OVERNIGHT,PL,2016.0,54.6
775,ARRIVALS_OVERNIGHT,PL,2017.0,55.3
776,ARRIVALS_OVERNIGHT,PL,2018.0,43.4
777,ARRIVALS_OVERNIGHT,PL,2019.0,44.7
778,ARRIVALS_OVERNIGHT,PL,2020.0,19.9
779,ARRIVALS_OVERNIGHT,PL,2021.0,15.6
780,ARRIVALS_OVERNIGHT,PT,2012.0,0.0
781,ARRIVALS_OVERNIGHT,PT,2013.0,0.0
782,ARRIVALS_OVERNIGHT,PT,2014.0,0.0
783,ARRIVALS_OVERNIGHT,PT,2015.0,0.0
784,ARRIVALS_OVERNIGHT,PT,2016.0,0.0
785,ARRIVALS_OVERNIGHT,PT,2017.0,0.0
786,ARRIVALS_OVERNIGHT,PT,2018.0,0.0
787,ARRIVALS_OVERNIGHT,PT,2019.0,0.0
788,ARRIVALS_OVERNIGHT,PT,2020.0,0.0
789,ARRIVALS_OVERNIGHT,PT,2021.0,0.0
790,ARRIVALS_OVERNIGHT,RO,2012.0,0.0
791,ARRIVALS_OVERNIGHT,RO,2013.0,0.0
792,ARRIVALS_OVERNIGHT,RO,2014.0,0.0
793,ARRIVALS_OVERNIGHT,RO,2015.0,0.0
794,ARRIVALS_OVERNIGHT,RO,2016.0,0.0
795,ARRIVALS_OVERNIGHT,RO,2017.0,0.0
796,ARRIVALS_OVERNIGHT,RO,2018.0,0.0
797,ARRIVALS_OVERNIGHT,RO,2019.0,0.0
798,ARRIVALS_OVERNIGHT,RO,2020.0,0.0
799,ARRIVALS_OVERNIGHT,RO,2021.0,0.0
800,ARRIVALS_OVERNIGHT,SK,2012.0,0.0
801,ARRIVALS_OVERNIGHT,SK,2013.0,0.0
802,ARRIVALS_OVERNIGHT,SK,2014.0,0.0
803,ARRIVALS_OVERNIGHT,SK,2015.0,0.0
804,ARRIVALS_OVERNIGHT,SK,2016.0,0.0
805,ARRIVALS_OVERNIGHT,SK,2017.0,0.0
806,ARRIVALS_OVERNIGHT,SK,2018.0,0.0
807,ARRIVALS_OVERNIGHT,SK,2019.0,0.0
808,ARRIVALS_OVERNIGHT,SK,2020.0,0.0
809,ARRIVALS_OVERNIGHT,SK,2021.0,0.0
810,ARRIVALS_OVERNIGHT,FI,2012.0,0.0
811,ARRIVALS_OVERNIGHT,FI,2013.0,71.7
812,ARRIVALS_OVERNIGHT,FI,2014.0,79.5
813,ARRIVALS_OVERNIGHT,FI,2015.0,107.5
814,ARRIVALS_OVERNIGHT,FI,2016.0,0.0
815,ARRIVALS_OVERNIGHT,FI,2017.0,0.0
816,ARRIVALS_OVERNIGHT,FI,2018.0,0.0
817,ARRIVALS_OVERNIGHT,FI,2019.0,82.5
818,ARRIVALS_OVERNIGHT,FI,2020.0,35.6
819,ARRIVALS_OVERNIGHT,FI,2021.0,17.9
820,ARRIVALS_OVERNIGHT,ES,2012.0,0.0
821,ARRIVALS_OVERNIGHT,ES,2013.0,0.0
822,ARRIVALS_OVERNIGHT,ES,2014.0,0.0
823,ARRIVALS_OVERNIGHT,ES,2015.0,0.0
824,ARRIVALS_OVERNIGHT,ES,2016.0,0.0
825,ARRIVALS_OVERNIGHT,ES,2017.0,0.0
826,ARRIVALS_OVERNIGHT,ES,2018.0,0.0
827,ARRIVALS_OVERNIGHT,ES,2019.0,0.0
828,ARRIVALS_OVERNIGHT,ES,2020.0,0.0
829,ARRIVALS_OVERNIGHT,ES,2021.0,0.0
830,ARRIVALS_OVERNIGHT,CH,2012.0,12.2
831,ARRIVALS_OVERNIGHT,CH,2013.0,13.9
832,ARRIVALS_OVERNIGHT,CH,2014.0,23.0
833,ARRIVALS_OVERNIGHT,CH,2015.0,21.1
834,ARRIVALS_OVERNIGHT,CH,2016.0,0.0
835,ARRIVALS_OVERNIGHT,CH,2017.0,0.0
836,ARRIVALS_OVERNIGHT,CH,2018.0,23.9
837,ARRIVALS_OVERNIGHT,CH,2019.0,0.0
838,ARRIVALS_OVERNIGHT,CH,2020.0,0.0
839,ARRIVALS_OVERNIGHT,CH,2021.0,0.0
840,ARRIVALS_OVERNIGHT,TR,2012.0,0.0
841,ARRIVALS_OVERNIGHT,TR,2013.0,0.0
842,ARRIVALS_OVERNIGHT,TR,2014.0,0.0
843,ARRIVALS_OVERNIGHT,TR,2015.0,0.0
844,ARRIVALS_OVERNIGHT,TR,2016.0,0.0
845,ARRIVALS_OVERNIGHT,TR,2017.0,0.0
846,ARRIVALS_OVERNIGHT,TR,2018.0,0.0
847,ARRIVALS_OVERNIGHT,TR,2019.0,0.0
848,ARRIVALS_OVERNIGHT,TR,2020.0,0.0
849,ARRIVALS_OVERNIGHT,TR,2021.0,0.0
850,ARRIVALS_OVERNIGHT,UA,2012.0,21.6
851,ARRIVALS_OVERNIGHT,UA,2013.0,26.7
852,ARRIVALS_OVERNIGHT,UA,2014.0,0.0
853,ARRIVALS_OVERNIGHT,UA,2015.0,32.2
854,ARRIVALS_OVERNIGHT,UA,2016.0,0.0
855,ARRIVALS_OVERNIGHT,UA,2017.0,0.0
856,ARRIVALS_OVERNIGHT,UA,2018.0,0.0
857,ARRIVALS_OVERNIGHT,UA,2019.0,42.0
858,ARRIVALS_OVERNIGHT,UA,2020.0,0.0
859,ARRIVALS_OVERNIGHT,UA,2021.0,14.0
860,ARRIVALS_OVERNIGHT,HU,2012.0,0.0
861,ARRIVALS_OVERNIGHT,HU,2013.0,0.0
862,ARRIVALS_OVERNIGHT,HU,2014.0,6.5
863,ARRIVALS_OVERNIGHT,HU,2015.0,7.4
864,ARRIVALS_OVERNIGHT,HU,2016.0,0.0
865,ARRIVALS_OVERNIGHT,HU,2017.0,0.0
866,ARRIVALS_OVERNIGHT,HU,2018.0,0.0
867,ARRIVALS_OVERNIGHT,HU,2019.0,0.0
868,ARRIVALS_OVERNIGHT,HU,2020.0,0.0
869,ARRIVALS_OVERNIGHT,HU,2021.0,0.0
870,ARRIVALS_OVERNIGHT,UZ,2012.0,0.0
871,ARRIVALS_OVERNIGHT,UZ,2013.0,0.0
872,ARRIVALS_OVERNIGHT,UZ,2014.0,0.0
873,ARRIVALS_OVERNIGHT,UZ,2015.0,0.0
874,ARRIVALS_OVERNIGHT,UZ,2016.0,0.0
875,ARRIVALS_OVERNIGHT,UZ,2017.0,0.0
876,ARRIVALS_OVERNIGHT,UZ,2018.0,0.0
877,ARRIVALS_OVERNIGHT,UZ,2019.0,0.0
878,ARRIVALS_OVERNIGHT,UZ,2020.0,0.0
879,ARRIVALS_OVERNIGHT,UZ,2021.0,0.0
880,ARRIVALS_OVERNIGHT,DE,2012.0,122.6
881,ARRIVALS_OVERNIGHT,DE,2013.0,123.4
882,ARRIVALS_OVERNIGHT,DE,2014.0,168.3
883,ARRIVALS_OVERNIGHT,DE,2015.0,181.6
884,ARRIVALS_OVERNIGHT,DE,2016.0,193.7
885,ARRIVALS_OVERNIGHT,DE,2017.0,255.4
886,ARRIVALS_OVERNIGHT,DE,2018.0,259.8
887,ARRIVALS_OVERNIGHT,DE,2019.0,245.0
888,ARRIVALS_OVERNIGHT,DE,2020.0,44.0
889,ARRIVALS_OVERNIGHT,DE,2021.0,47.9
890,ARRIVALS_OVERNIGHT,SE,2012.0,191.5
891,ARRIVALS_OVERNIGHT,SE,2013.0,194.7
892,ARRIVALS_OVERNIGHT,SE,2014.0,161.8
893,ARRIVALS_OVERNIGHT,SE,2015.0,116.4
894,ARRIVALS_OVERNIGHT,SE,2016.0,73.3
895,ARRIVALS_OVERNIGHT,SE,2017.0,78.6
896,ARRIVALS_OVERNIGHT,SE,2018.0,90.9
897,ARRIVALS_OVERNIGHT,SE,2019.0,40.3
898,ARRIVALS_OVERNIGHT,SE,2020.0,12.5
899,ARRIVALS_OVERNIGHT,SE,2021.0,12.6
900,ARRIVALS_OVERNIGHT,EU28,2012.0,0.0
901,ARRIVALS_OVERNIGHT,EU28,2013.0,977.2
902,ARRIVALS_OVERNIGHT,EU28,2014.0,1223.8
903,ARRIVALS_OVERNIGHT,EU28,2015.0,1470.1
904,ARRIVALS_OVERNIGHT,EU28,2016.0,1344.2
905,ARRIVALS_OVERNIGHT,EU28,2017.0,1496.9
906,ARRIVALS_OVERNIGHT,EU28,2018.0,1426.4
907,ARRIVALS_OVERNIGHT,EU28,2019.0,1406.5
908,ARRIVALS_OVERNIGHT,EU28,2020.0,0.0
909,ARRIVALS_OVERNIGHT,EU28,2021.0,0.0
910,ARRIVALS_OVERNIGHT,EU27_2007,2012.0,955.7
911,ARRIVALS_OVERNIGHT,EU27_2007,2013.0,0.0
912,ARRIVALS_OVERNIGHT,EU27_2007,2014.0,0.0
913,ARRIVALS_OVERNIGHT,EU27_2007,2015.0,0.0
914,ARRIVALS_OVERNIGHT,EU27_2007,2016.0,0.0
915,ARRIVALS_OVERNIGHT,EU27_2007,2017.0,0.0
916,ARRIVALS_OVERNIGHT,EU27_2007,2018.0,0.0
917,ARRIVALS_OVERNIGHT,EU27_2007,2019.0,0.0
918,ARRIVALS_OVERNIGHT,EU27_2007,2020.0,0.0
919,ARRIVALS_OVERNIGHT,EU27_2007,2021.0,0.0
920,ARRIVALS_OVERNIGHT,EU27_2020,2012.0,0.0
921,ARRIVALS_OVERNIGHT,EU27_2020,2013.0,0.0
922,ARRIVALS_OVERNIGHT,EU27_2020,2014.0,0.0
923,ARRIVALS_OVERNIGHT,EU27_2020,2015.0,0.0
924,ARRIVALS_OVERNIGHT,EU27_2020,2016.0,0.0
925,ARRIVALS_OVERNIGHT,EU27_2020,2017.0,0.0
926,ARRIVALS_OVERNIGHT,EU27_2020,2018.0,0.0
927,ARRIVALS_OVERNIGHT,EU27_2020,2019.0,0.0
928,ARRIVALS_OVERNIGHT,EU27_2020,2020.0,460.7
929,ARRIVALS_OVERNIGHT,EU27_2020,2021.0,276.4
930,ARRIVALS_OVERNIGHT,CIS,2012.0,0.0
931,ARRIVALS_OVERNIGHT,CIS,2013.0,0.0
932,ARRIVALS_OVERNIGHT,CIS,2014.0,0.0
933,ARRIVALS_OVERNIGHT,CIS,2015.0,0.0
934,ARRIVALS_OVERNIGHT,CIS,2016.0,0.0
935,ARRIVALS_OVERNIGHT,CIS,2017.0,0.0
936,ARRIVALS_OVERNIGHT,CIS,2018.0,0.0
937,ARRIVALS_OVERNIGHT,CIS,2019.0,0.0
938,ARRIVALS_OVERNIGHT,CIS,2020.0,0.0
939,ARRIVALS_OVERNIGHT,CIS,2021.0,0.0
